cas,temperatura,vlaznost
13.02.2016 0:00,-2.0,74
13.02.2016 1:00,-2.0,74
13.02.2016 2:00,-2.0,77
13.02.2016 3:00,-2.0,82
13.02.2016 4:00,-2.0,82
13.02.2016 5:00,-2.0,83
13.02.2016 6:00,-2.0,83
13.02.2016 7:00,-2.0,79
13.02.2016 8:00,-2.0,81
13.02.2016 9:00,-1.0,84
13.02.2016 10:00,1.0,82
13.02.2016 11:00,3.0,76
13.02.2016 12:00,3.0,74
13.02.2016 13:00,4.0,73
13.02.2016 14:00,4.0,72
13.02.2016 15:00,5.0,70
13.02.2016 16:00,5.0,69
13.02.2016 17:00,4.0,74
13.02.2016 18:00,3.0,78
13.02.2016 19:00,2.0,79
13.02.2016 20:00,2.0,80
13.02.2016 21:00,2.0,82
13.02.2016 22:00,2.0,83
13.02.2016 23:00,2.0,85
14.02.2016 0:00,2.0,83
14.02.2016 1:00,2.0,81
14.02.2016 2:00,2.0,82
14.02.2016 3:00,1.0,81
14.02.2016 4:00,1.0,82
14.02.2016 5:00,1.0,80
14.02.2016 6:00,1.0,83
14.02.2016 7:00,1.0,82
14.02.2016 8:00,1.0,83
14.02.2016 9:00,2.0,84
14.02.2016 10:00,2.0,84
14.02.2016 11:00,4.0,79
14.02.2016 12:00,5.0,75
14.02.2016 13:00,6.0,73
14.02.2016 14:00,6.0,74
14.02.2016 15:00,6.0,74
14.02.2016 16:00,6.0,75
14.02.2016 17:00,5.0,78
14.02.2016 18:00,4.0,83
14.02.2016 19:00,4.0,85
14.02.2016 20:00,4.0,87
14.02.2016 21:00,4.0,86
14.02.2016 22:00,4.0,84
14.02.2016 23:00,4.0,84
15.02.2016 0:00,3.0,84
15.02.2016 1:00,3.0,83
15.02.2016 2:00,3.0,82
15.02.2016 3:00,2.0,82
15.02.2016 4:00,2.0,81
15.02.2016 5:00,2.0,82
15.02.2016 6:00,2.0,84
15.02.2016 7:00,3.0,85
15.02.2016 8:00,3.0,86
15.02.2016 9:00,3.0,86
15.02.2016 10:00,3.0,84
15.02.2016 11:00,4.0,80
15.02.2016 12:00,5.0,81
15.02.2016 13:00,5.0,79
15.02.2016 14:00,6.0,79
15.02.2016 15:00,6.0,77
15.02.2016 16:00,6.0,76
15.02.2016 17:00,5.0,80
15.02.2016 18:00,4.0,83
15.02.2016 19:00,4.0,83
15.02.2016 20:00,4.0,84
15.02.2016 21:00,4.0,84
15.02.2016 22:00,4.0,83
15.02.2016 23:00,4.0,84
16.02.2016 0:00,3.0,83
16.02.2016 1:00,3.0,84
16.02.2016 2:00,2.0,85
