cas,temperatura,vlaznost
18.02.2016 0:00,1.0,88
18.02.2016 1:00,1.0,89
18.02.2016 2:00,1.0,90
18.02.2016 3:00,0.0,92
18.02.2016 4:00,0.0,90
18.02.2016 5:00,0.0,91
18.02.2016 6:00,-1.0,93
18.02.2016 7:00,-1.0,94
18.02.2016 8:00,-1.0,93
18.02.2016 9:00,1.0,94
18.02.2016 10:00,1.0,90
18.02.2016 11:00,3.0,87
18.02.2016 12:00,4.0,86
18.02.2016 13:00,4.0,84
18.02.2016 14:00,4.0,83
18.02.2016 15:00,4.0,85
18.02.2016 16:00,4.0,82
18.02.2016 17:00,4.0,85
18.02.2016 18:00,3.0,90
18.02.2016 19:00,3.0,87
18.02.2016 20:00,3.0,87
18.02.2016 21:00,2.0,89
18.02.2016 22:00,2.0,86
18.02.2016 23:00,2.0,87
19.02.2016 0:00,1.0,91
19.02.2016 1:00,1.0,90
19.02.2016 2:00,1.0,91
19.02.2016 3:00,1.0,91
19.02.2016 4:00,1.0,89
19.02.2016 5:00,1.0,89
19.02.2016 6:00,1.0,91
19.02.2016 7:00,0.0,91
19.02.2016 8:00,0.0,92
19.02.2016 9:00,1.0,93
19.02.2016 10:00,1.0,91
19.02.2016 11:00,3.0,85
19.02.2016 12:00,4.0,83
19.02.2016 13:00,4.0,80
19.02.2016 14:00,5.0,79
19.02.2016 15:00,5.0,81
19.02.2016 16:00,4.0,79
19.02.2016 17:00,3.0,85
19.02.2016 18:00,2.0,89
19.02.2016 19:00,1.0,89
19.02.2016 20:00,1.0,90
19.02.2016 21:00,1.0,92
19.02.2016 22:00,1.0,90
19.02.2016 23:00,1.0,95
20.02.2016 0:00,2.0,91
20.02.2016 1:00,2.0,90
20.02.2016 2:00,2.0,90
20.02.2016 3:00,2.0,90
20.02.2016 4:00,2.0,89
20.02.2016 5:00,2.0,90
20.02.2016 6:00,2.0,91
20.02.2016 7:00,2.0,92
20.02.2016 8:00,1.0,90
20.02.2016 9:00,2.0,91
20.02.2016 10:00,2.0,89
20.02.2016 11:00,3.0,85
20.02.2016 12:00,4.0,83
20.02.2016 13:00,5.0,80
20.02.2016 14:00,6.0,80
20.02.2016 15:00,6.0,80
20.02.2016 16:00,6.0,79
20.02.2016 17:00,4.0,82
20.02.2016 18:00,4.0,86
20.02.2016 19:00,4.0,85
20.02.2016 20:00,4.0,85
20.02.2016 21:00,3.0,87
20.02.2016 22:00,3.0,86
20.02.2016 23:00,2.0,85
21.02.2016 0:00,1.0,88
21.02.2016 1:00,0.0,87
21.02.2016 2:00,-1.0,87
21.02.2016 3:00,-1.0,88
21.02.2016 4:00,-1.0,86
21.02.2016 5:00,-1.0,86
21.02.2016 6:00,-1.0,88
21.02.2016 7:00,-1.0,85
21.02.2016 8:00,-1.0,85
21.02.2016 9:00,1.0,84
21.02.2016 10:00,2.0,79
21.02.2016 11:00,4.0,74
21.02.2016 12:00,6.0,72
21.02.2016 13:00,7.0,69
21.02.2016 14:00,8.0,68
21.02.2016 15:00,7.0,70
21.02.2016 16:00,7.0,70
21.02.2016 17:00,6.0,73
21.02.2016 18:00,4.0,78
21.02.2016 19:00,4.0,76
21.02.2016 20:00,3.0,78
21.02.2016 21:00,3.0,79
21.02.2016 22:00,3.0,81
21.02.2016 23:00,2.0,80
22.02.2016 0:00,2.0,81
22.02.2016 1:00,1.0,83
22.02.2016 2:00,1.0,83
22.02.2016 3:00,1.0,85
22.02.2016 4:00,1.0,83
22.02.2016 5:00,1.0,82
22.02.2016 6:00,0.0,84
22.02.2016 7:00,1.0,81
22.02.2016 8:00,1.0,83
22.02.2016 9:00,2.0,82
22.02.2016 10:00,3.0,78
22.02.2016 11:00,6.0,72
22.02.2016 12:00,7.0,72
22.02.2016 13:00,7.0,70
22.02.2016 14:00,8.0,72
22.02.2016 15:00,8.0,72
22.02.2016 16:00,8.0,74
22.02.2016 17:00,6.0,76
22.02.2016 18:00,5.0,79
22.02.2016 19:00,4.0,79
22.02.2016 20:00,4.0,80
22.02.2016 21:00,4.0,80
22.02.2016 22:00,3.0,79
22.02.2016 23:00,3.0,80
23.02.2016 0:00,3.0,93
23.02.2016 1:00,3.0,91
23.02.2016 2:00,3.0,92
23.02.2016 3:00,2.0,92
23.02.2016 4:00,2.0,91
23.02.2016 5:00,2.0,90
23.02.2016 6:00,2.0,92
23.02.2016 7:00,2.0,91
23.02.2016 8:00,2.0,92
23.02.2016 9:00,3.0,90
23.02.2016 10:00,4.0,86
23.02.2016 11:00,6.0,81
23.02.2016 12:00,7.0,80
23.02.2016 13:00,7.0,78
23.02.2016 14:00,7.0,80
23.02.2016 15:00,7.0,82
23.02.2016 16:00,6.0,81
23.02.2016 17:00,5.0,86
23.02.2016 18:00,4.0,89
23.02.2016 19:00,4.0,86
23.02.2016 20:00,4.0,87
23.02.2016 21:00,4.0,88
23.02.2016 22:00,4.0,87
23.02.2016 23:00,3.0,87
24.02.2016 0:00,2.0,82
24.02.2016 1:00,2.0,82
24.02.2016 2:00,2.0,81
24.02.2016 3:00,2.0,81
24.02.2016 4:00,2.0,79
24.02.2016 5:00,1.0,79
24.02.2016 6:00,1.0,80
24.02.2016 7:00,1.0,79
24.02.2016 8:00,1.0,79
24.02.2016 9:00,2.0,78
24.02.2016 10:00,2.0,73
24.02.2016 11:00,3.0,68
24.02.2016 12:00,4.0,68
24.02.2016 13:00,5.0,66
24.02.2016 14:00,5.0,68
24.02.2016 15:00,5.0,71
24.02.2016 16:00,4.0,70
24.02.2016 17:00,3.0,74
24.02.2016 18:00,3.0,78
24.02.2016 19:00,2.0,76
24.02.2016 20:00,2.0,78
24.02.2016 21:00,2.0,83
24.02.2016 22:00,1.0,85
24.02.2016 23:00,1.0,88
25.02.2016 0:00,0.0,87
25.02.2016 1:00,-1.0,90
25.02.2016 2:00,-1.0,91
25.02.2016 3:00,-1.0,90
25.02.2016 4:00,-1.0,88
25.02.2016 5:00,-2.0,90
25.02.2016 6:00,-2.0,91
25.02.2016 7:00,-2.0,90
25.02.2016 8:00,-1.0,89
25.02.2016 9:00,0.0,88
25.02.2016 10:00,1.0,82
25.02.2016 11:00,2.0,76
25.02.2016 12:00,3.0,74
25.02.2016 13:00,4.0,69
25.02.2016 14:00,5.0,69
25.02.2016 15:00,4.0,70
25.02.2016 16:00,4.0,71
25.02.2016 17:00,3.0,75
25.02.2016 18:00,2.0,80
25.02.2016 19:00,2.0,80
25.02.2016 20:00,1.0,80
25.02.2016 21:00,1.0,82
25.02.2016 22:00,0.0,80
25.02.2016 23:00,-1.0,81
26.02.2016 0:00,-1.0,83
26.02.2016 1:00,-1.0,86
26.02.2016 2:00,-2.0,87
26.02.2016 3:00,-2.0,88
26.02.2016 4:00,-2.0,85
26.02.2016 5:00,-2.0,86
26.02.2016 6:00,-2.0,89
26.02.2016 7:00,-2.0,90
26.02.2016 8:00,-1.0,89
26.02.2016 9:00,0.0,86
26.02.2016 10:00,1.0,79
26.02.2016 11:00,3.0,76
26.02.2016 12:00,4.0,75
26.02.2016 13:00,5.0,74
26.02.2016 14:00,6.0,75
26.02.2016 15:00,6.0,77
26.02.2016 16:00,5.0,78
26.02.2016 17:00,4.0,83
26.02.2016 18:00,3.0,89
26.02.2016 19:00,3.0,88
26.02.2016 20:00,2.0,88
26.02.2016 21:00,2.0,89
26.02.2016 22:00,2.0,89
26.02.2016 23:00,2.0,89
27.02.2016 0:00,2.0,87
27.02.2016 1:00,1.0,87
27.02.2016 2:00,1.0,86
27.02.2016 3:00,1.0,86
27.02.2016 4:00,1.0,84
27.02.2016 5:00,1.0,84
27.02.2016 6:00,1.0,86
