cas,temperatura,vlaznost
14.02.2016 0:00,3.0,85
14.02.2016 1:00,3.0,88
14.02.2016 2:00,3.0,87
14.02.2016 3:00,3.0,87
14.02.2016 4:00,3.0,86
14.02.2016 5:00,3.0,87
14.02.2016 6:00,2.0,89
14.02.2016 7:00,2.0,91
14.02.2016 8:00,2.0,89
14.02.2016 9:00,2.0,88
14.02.2016 10:00,3.0,85
14.02.2016 11:00,4.0,80
14.02.2016 12:00,6.0,75
14.02.2016 13:00,6.0,73
14.02.2016 14:00,6.0,73
14.02.2016 15:00,6.0,73
14.02.2016 16:00,6.0,74
14.02.2016 17:00,4.0,78
14.02.2016 18:00,4.0,82
14.02.2016 19:00,4.0,84
14.02.2016 20:00,4.0,85
14.02.2016 21:00,3.0,84
14.02.2016 22:00,3.0,83
14.02.2016 23:00,3.0,83
15.02.2016 0:00,4.0,85
15.02.2016 1:00,3.0,85
15.02.2016 2:00,3.0,86
15.02.2016 3:00,3.0,85
15.02.2016 4:00,3.0,85
15.02.2016 5:00,3.0,84
15.02.2016 6:00,3.0,84
15.02.2016 7:00,3.0,85
15.02.2016 8:00,2.0,90
15.02.2016 9:00,2.0,89
15.02.2016 10:00,2.0,87
15.02.2016 11:00,4.0,82
15.02.2016 12:00,5.0,81
15.02.2016 13:00,6.0,78
15.02.2016 14:00,6.0,78
15.02.2016 15:00,6.0,75
15.02.2016 16:00,6.0,75
15.02.2016 17:00,4.0,80
15.02.2016 18:00,4.0,86
15.02.2016 19:00,4.0,86
15.02.2016 20:00,4.0,87
15.02.2016 21:00,4.0,89
15.02.2016 22:00,4.0,87
15.02.2016 23:00,3.0,86
16.02.2016 0:00,4.0,85
16.02.2016 1:00,3.0,86
16.02.2016 2:00,3.0,86
16.02.2016 3:00,3.0,85
16.02.2016 4:00,3.0,84
16.02.2016 5:00,3.0,84
16.02.2016 6:00,3.0,85
16.02.2016 7:00,3.0,85
16.02.2016 8:00,3.0,85
16.02.2016 9:00,3.0,86
16.02.2016 10:00,2.0,84
16.02.2016 11:00,4.0,81
16.02.2016 12:00,5.0,78
16.02.2016 13:00,6.0,73
16.02.2016 14:00,6.0,73
16.02.2016 15:00,6.0,75
16.02.2016 16:00,6.0,76
16.02.2016 17:00,4.0,80
16.02.2016 18:00,4.0,84
16.02.2016 19:00,3.0,82
16.02.2016 20:00,3.0,83
16.02.2016 21:00,4.0,87
16.02.2016 22:00,4.0,88
16.02.2016 23:00,3.0,87
17.02.2016 0:00,2.0,83
17.02.2016 1:00,2.0,86
17.02.2016 2:00,2.0,86
17.02.2016 3:00,1.0,86
17.02.2016 4:00,1.0,86
17.02.2016 5:00,2.0,86
17.02.2016 6:00,2.0,88
17.02.2016 7:00,2.0,88
17.02.2016 8:00,1.0,90
17.02.2016 9:00,1.0,89
17.02.2016 10:00,1.0,85
17.02.2016 11:00,3.0,82
17.02.2016 12:00,3.0,82
17.02.2016 13:00,4.0,79
17.02.2016 14:00,4.0,78
17.02.2016 15:00,3.0,79
17.02.2016 16:00,3.0,80
17.02.2016 17:00,3.0,85
17.02.2016 18:00,2.0,90
17.02.2016 19:00,2.0,89
17.02.2016 20:00,2.0,91
17.02.2016 21:00,2.0,90
17.02.2016 22:00,2.0,89
17.02.2016 23:00,2.0,89
18.02.2016 0:00,2.0,83
18.02.2016 1:00,1.0,83
18.02.2016 2:00,1.0,84
18.02.2016 3:00,0.0,83
18.02.2016 4:00,0.0,85
18.02.2016 5:00,0.0,84
18.02.2016 6:00,0.0,83
18.02.2016 7:00,1.0,86
18.02.2016 8:00,0.0,89
18.02.2016 9:00,1.0,88
18.02.2016 10:00,2.0,85
18.02.2016 11:00,4.0,81
18.02.2016 12:00,4.0,77
18.02.2016 13:00,5.0,74
18.02.2016 14:00,6.0,74
18.02.2016 15:00,6.0,72
18.02.2016 16:00,6.0,73
18.02.2016 17:00,4.0,74
18.02.2016 18:00,3.0,77
18.02.2016 19:00,3.0,80
18.02.2016 20:00,3.0,80
18.02.2016 21:00,2.0,79
18.02.2016 22:00,1.0,72
18.02.2016 23:00,1.0,73
19.02.2016 0:00,-1.0,77
19.02.2016 1:00,-1.0,79
19.02.2016 2:00,-1.0,80
19.02.2016 3:00,-2.0,80
19.02.2016 4:00,-2.0,78
19.02.2016 5:00,-2.0,78
19.02.2016 6:00,-2.0,79
19.02.2016 7:00,-2.0,78
19.02.2016 8:00,-1.0,83
19.02.2016 9:00,0.0,86
19.02.2016 10:00,2.0,81
19.02.2016 11:00,4.0,77
19.02.2016 12:00,4.0,77
19.02.2016 13:00,5.0,75
19.02.2016 14:00,5.0,75
19.02.2016 15:00,6.0,73
19.02.2016 16:00,5.0,74
19.02.2016 17:00,3.0,77
19.02.2016 18:00,3.0,79
19.02.2016 19:00,2.0,81
19.02.2016 20:00,2.0,82
19.02.2016 21:00,1.0,81
19.02.2016 22:00,1.0,74
19.02.2016 23:00,-1.0,74
20.02.2016 0:00,-3.0,68
20.02.2016 1:00,-3.0,69
20.02.2016 2:00,-3.0,71
20.02.2016 3:00,-3.0,72
20.02.2016 4:00,-3.0,71
20.02.2016 5:00,-3.0,73
20.02.2016 6:00,-3.0,73
20.02.2016 7:00,-3.0,71
20.02.2016 8:00,-2.0,78
20.02.2016 9:00,-1.0,83
20.02.2016 10:00,1.0,82
20.02.2016 11:00,2.0,78
20.02.2016 12:00,3.0,76
20.02.2016 13:00,3.0,72
20.02.2016 14:00,4.0,71
20.02.2016 15:00,4.0,72
20.02.2016 16:00,3.0,73
20.02.2016 17:00,2.0,76
20.02.2016 18:00,2.0,78
20.02.2016 19:00,1.0,78
20.02.2016 20:00,1.0,77
20.02.2016 21:00,0.0,72
20.02.2016 22:00,-1.0,67
20.02.2016 23:00,-1.0,67
21.02.2016 0:00,0.0,83
21.02.2016 1:00,-1.0,83
21.02.2016 2:00,-1.0,84
21.02.2016 3:00,-1.0,82
21.02.2016 4:00,-1.0,81
21.02.2016 5:00,-1.0,81
21.02.2016 6:00,-1.0,82
21.02.2016 7:00,0.0,80
21.02.2016 8:00,0.0,81
21.02.2016 9:00,1.0,84
21.02.2016 10:00,2.0,82
21.02.2016 11:00,3.0,78
21.02.2016 12:00,5.0,78
21.02.2016 13:00,6.0,74
21.02.2016 14:00,6.0,74
21.02.2016 15:00,6.0,74
21.02.2016 16:00,6.0,74
21.02.2016 17:00,4.0,79
21.02.2016 18:00,3.0,83
21.02.2016 19:00,3.0,85
21.02.2016 20:00,3.0,87
21.02.2016 21:00,2.0,85
21.02.2016 22:00,2.0,83
21.02.2016 23:00,2.0,83
22.02.2016 0:00,3.0,87
22.02.2016 1:00,3.0,88
22.02.2016 2:00,3.0,88
22.02.2016 3:00,3.0,87
22.02.2016 4:00,3.0,89
22.02.2016 5:00,3.0,87
22.02.2016 6:00,3.0,87
22.02.2016 7:00,4.0,86
22.02.2016 8:00,3.0,86
22.02.2016 9:00,4.0,86
22.02.2016 10:00,4.0,85
22.02.2016 11:00,5.0,82
22.02.2016 12:00,6.0,84
22.02.2016 13:00,6.0,83
22.02.2016 14:00,7.0,83
22.02.2016 15:00,7.0,81
22.02.2016 16:00,6.0,79
22.02.2016 17:00,6.0,83
22.02.2016 18:00,5.0,86
22.02.2016 19:00,5.0,86
22.02.2016 20:00,4.0,83
22.02.2016 21:00,4.0,72
22.02.2016 22:00,4.0,67
22.02.2016 23:00,3.0,70
23.02.2016 0:00,4.0,84
23.02.2016 1:00,4.0,84
23.02.2016 2:00,4.0,84
23.02.2016 3:00,4.0,82
23.02.2016 4:00,3.0,82
23.02.2016 5:00,3.0,80
23.02.2016 6:00,3.0,79
23.02.2016 7:00,3.0,76
23.02.2016 8:00,2.0,77
23.02.2016 9:00,2.0,76
23.02.2016 10:00,2.0,74
23.02.2016 11:00,3.0,71
23.02.2016 12:00,3.0,67
23.02.2016 13:00,4.0,63
23.02.2016 14:00,4.0,61
23.02.2016 15:00,4.0,61
23.02.2016 16:00,4.0,62
23.02.2016 17:00,3.0,64
23.02.2016 18:00,2.0,62
23.02.2016 19:00,2.0,60
23.02.2016 20:00,1.0,60
23.02.2016 21:00,1.0,62
23.02.2016 22:00,1.0,60
23.02.2016 23:00,-1.0,64
24.02.2016 0:00,1.0,74
24.02.2016 1:00,-1.0,73
24.02.2016 2:00,-1.0,71
24.02.2016 3:00,-1.0,70
24.02.2016 4:00,-1.0,66
24.02.2016 5:00,-1.0,67
24.02.2016 6:00,-2.0,69
24.02.2016 7:00,-1.0,65
24.02.2016 8:00,-1.0,72
24.02.2016 9:00,0.0,82
24.02.2016 10:00,1.0,77
24.02.2016 11:00,3.0,75
24.02.2016 12:00,4.0,77
24.02.2016 13:00,6.0,73
24.02.2016 14:00,6.0,72
24.02.2016 15:00,6.0,71
24.02.2016 16:00,6.0,71
24.02.2016 17:00,4.0,75
24.02.2016 18:00,4.0,81
24.02.2016 19:00,3.0,84
24.02.2016 20:00,3.0,83
24.02.2016 21:00,2.0,84
24.02.2016 22:00,2.0,81
24.02.2016 23:00,2.0,81
25.02.2016 0:00,3.0,85
25.02.2016 1:00,2.0,85
25.02.2016 2:00,2.0,84
25.02.2016 3:00,1.0,84
25.02.2016 4:00,1.0,84
25.02.2016 5:00,1.0,84
25.02.2016 6:00,1.0,86
25.02.2016 7:00,1.0,86
25.02.2016 8:00,1.0,80
25.02.2016 9:00,3.0,81
25.02.2016 10:00,3.0,79
25.02.2016 11:00,5.0,74
25.02.2016 12:00,6.0,70
25.02.2016 13:00,6.0,70
25.02.2016 14:00,6.0,70
25.02.2016 15:00,6.0,75
25.02.2016 16:00,6.0,78
25.02.2016 17:00,5.0,82
25.02.2016 18:00,4.0,78
25.02.2016 19:00,4.0,75
25.02.2016 20:00,3.0,77
25.02.2016 21:00,3.0,78
25.02.2016 22:00,3.0,80
25.02.2016 23:00,3.0,82
26.02.2016 0:00,2.0,87
26.02.2016 1:00,2.0,88
26.02.2016 2:00,2.0,88
26.02.2016 3:00,1.0,88
26.02.2016 4:00,1.0,89
26.02.2016 5:00,1.0,89
26.02.2016 6:00,1.0,90
26.02.2016 7:00,1.0,90
26.02.2016 8:00,1.0,86
26.02.2016 9:00,1.0,85
26.02.2016 10:00,2.0,83
26.02.2016 11:00,3.0,79
26.02.2016 12:00,3.0,76
26.02.2016 13:00,4.0,72
26.02.2016 14:00,4.0,70
26.02.2016 15:00,4.0,67
26.02.2016 16:00,4.0,67
26.02.2016 17:00,3.0,74
26.02.2016 18:00,2.0,79
26.02.2016 19:00,2.0,80
26.02.2016 20:00,2.0,78
26.02.2016 21:00,1.0,78
26.02.2016 22:00,1.0,77
26.02.2016 23:00,1.0,76
