cas,temperatura,vlaznost
13.02.2016 0:00,-1.0,90
13.02.2016 1:00,-1.0,92
13.02.2016 2:00,-1.0,93
13.02.2016 3:00,-1.0,94
13.02.2016 4:00,-1.0,93
13.02.2016 5:00,-1.0,94
13.02.2016 6:00,-2.0,96
13.02.2016 7:00,-1.0,95
13.02.2016 8:00,0.0,96
13.02.2016 9:00,1.0,96
13.02.2016 10:00,2.0,96
13.02.2016 11:00,3.0,89
13.02.2016 12:00,4.0,83
13.02.2016 13:00,5.0,79
13.02.2016 14:00,5.0,76
13.02.2016 15:00,6.0,73
13.02.2016 16:00,5.0,76
13.02.2016 17:00,4.0,79
13.02.2016 18:00,3.0,84
13.02.2016 19:00,2.0,90
13.02.2016 20:00,1.0,94
13.02.2016 21:00,0.0,97
13.02.2016 22:00,0.0,98
13.02.2016 23:00,-1.0,97
14.02.2016 0:00,2.0,86
14.02.2016 1:00,2.0,86
14.02.2016 2:00,2.0,88
14.02.2016 3:00,2.0,90
14.02.2016 4:00,1.0,93
14.02.2016 5:00,1.0,95
14.02.2016 6:00,0.0,97
14.02.2016 7:00,0.0,95
14.02.2016 8:00,1.0,96
14.02.2016 9:00,2.0,97
14.02.2016 10:00,4.0,95
14.02.2016 11:00,5.0,86
14.02.2016 12:00,6.0,80
14.02.2016 13:00,7.0,75
14.02.2016 14:00,8.0,73
14.02.2016 15:00,8.0,69
14.02.2016 16:00,7.0,74
14.02.2016 17:00,6.0,77
14.02.2016 18:00,5.0,82
14.02.2016 19:00,4.0,86
14.02.2016 20:00,4.0,88
14.02.2016 21:00,3.0,90
14.02.2016 22:00,3.0,90
14.02.2016 23:00,3.0,89
15.02.2016 0:00,2.0,97
15.02.2016 1:00,2.0,96
15.02.2016 2:00,2.0,98
15.02.2016 3:00,2.0,99
15.02.2016 4:00,2.0,99
15.02.2016 5:00,2.0,99
15.02.2016 6:00,1.0,100
15.02.2016 7:00,2.0,96
15.02.2016 8:00,3.0,97
15.02.2016 9:00,4.0,97
15.02.2016 10:00,4.0,98
15.02.2016 11:00,5.0,92
15.02.2016 12:00,6.0,88
15.02.2016 13:00,6.0,84
15.02.2016 14:00,6.0,81
15.02.2016 15:00,7.0,77
15.02.2016 16:00,7.0,81
15.02.2016 17:00,6.0,82
15.02.2016 18:00,6.0,85
15.02.2016 19:00,5.0,88
15.02.2016 20:00,4.0,90
15.02.2016 21:00,4.0,91
15.02.2016 22:00,4.0,90
15.02.2016 23:00,4.0,89
16.02.2016 0:00,3.0,91
16.02.2016 1:00,3.0,91
16.02.2016 2:00,3.0,91
16.02.2016 3:00,3.0,92
16.02.2016 4:00,2.0,94
16.02.2016 5:00,3.0,93
16.02.2016 6:00,3.0,94
16.02.2016 7:00,3.0,95
16.02.2016 8:00,3.0,96
16.02.2016 9:00,3.0,97
16.02.2016 10:00,4.0,99
16.02.2016 11:00,4.0,94
16.02.2016 12:00,5.0,89
16.02.2016 13:00,6.0,85
16.02.2016 14:00,6.0,83
16.02.2016 15:00,7.0,78
16.02.2016 16:00,6.0,81
