cas,temperatura,vlaznost
17.02.2016 0:00,-1.0,90
17.02.2016 1:00,0.0,85
17.02.2016 2:00,0.0,85
17.02.2016 3:00,-1.0,88
17.02.2016 4:00,-1.0,89
17.02.2016 5:00,-1.0,88
17.02.2016 6:00,-1.0,88
17.02.2016 7:00,-1.0,86
17.02.2016 8:00,-1.0,88
17.02.2016 9:00,0.0,91
17.02.2016 10:00,1.0,86
17.02.2016 11:00,3.0,82
17.02.2016 12:00,4.0,81
17.02.2016 13:00,5.0,80
17.02.2016 14:00,5.0,80
17.02.2016 15:00,5.0,78
17.02.2016 16:00,5.0,77
17.02.2016 17:00,3.0,82
17.02.2016 18:00,3.0,85
17.02.2016 19:00,2.0,84
17.02.2016 20:00,2.0,85
17.02.2016 21:00,2.0,86
17.02.2016 22:00,2.0,86
17.02.2016 23:00,1.0,86
18.02.2016 0:00,1.0,82
18.02.2016 1:00,1.0,83
18.02.2016 2:00,1.0,83
18.02.2016 3:00,1.0,83
18.02.2016 4:00,1.0,82
18.02.2016 5:00,0.0,83
18.02.2016 6:00,0.0,85
18.02.2016 7:00,0.0,86
18.02.2016 8:00,0.0,86
18.02.2016 9:00,1.0,86
18.02.2016 10:00,1.0,86
18.02.2016 11:00,3.0,84
18.02.2016 12:00,3.0,82
18.02.2016 13:00,4.0,79
18.02.2016 14:00,5.0,80
18.02.2016 15:00,5.0,79
18.02.2016 16:00,4.0,79
18.02.2016 17:00,3.0,82
18.02.2016 18:00,3.0,85
18.02.2016 19:00,2.0,83
18.02.2016 20:00,2.0,85
18.02.2016 21:00,2.0,87
18.02.2016 22:00,2.0,87
18.02.2016 23:00,1.0,88
19.02.2016 0:00,2.0,88
19.02.2016 1:00,2.0,88
19.02.2016 2:00,2.0,87
19.02.2016 3:00,2.0,87
19.02.2016 4:00,2.0,85
19.02.2016 5:00,2.0,88
19.02.2016 6:00,2.0,88
19.02.2016 7:00,1.0,90
19.02.2016 8:00,1.0,92
19.02.2016 9:00,2.0,92
19.02.2016 10:00,2.0,91
19.02.2016 11:00,3.0,87
19.02.2016 12:00,4.0,83
