cas,temperatura,vlaznost
12.02.2016 0:00,1.0,82
12.02.2016 1:00,1.0,82
12.02.2016 2:00,1.0,84
12.02.2016 3:00,1.0,86
12.02.2016 4:00,0.0,91
12.02.2016 5:00,0.0,92
12.02.2016 6:00,-2.0,96
12.02.2016 7:00,0.0,90
12.02.2016 8:00,1.0,92
12.02.2016 9:00,2.0,91
12.02.2016 10:00,3.0,89
12.02.2016 11:00,4.0,82
12.02.2016 12:00,5.0,76
12.02.2016 13:00,5.0,72
12.02.2016 14:00,6.0,70
12.02.2016 15:00,7.0,66
12.02.2016 16:00,6.0,69
12.02.2016 17:00,5.0,71
12.02.2016 18:00,3.0,75
12.02.2016 19:00,2.0,78
12.02.2016 20:00,1.0,82
12.02.2016 21:00,0.0,85
12.02.2016 22:00,0.0,86
12.02.2016 23:00,0.0,88
13.02.2016 0:00,0.0,88
13.02.2016 1:00,0.0,88
13.02.2016 2:00,0.0,86
13.02.2016 3:00,0.0,87
13.02.2016 4:00,0.0,90
13.02.2016 5:00,0.0,90
13.02.2016 6:00,-2.0,96
13.02.2016 7:00,0.0,89
13.02.2016 8:00,0.0,91
13.02.2016 9:00,1.0,90
13.02.2016 10:00,3.0,88
13.02.2016 11:00,4.0,83
13.02.2016 12:00,4.0,80
13.02.2016 13:00,5.0,77
13.02.2016 14:00,6.0,73
13.02.2016 15:00,6.0,71
13.02.2016 16:00,7.0,69
13.02.2016 17:00,6.0,73
13.02.2016 18:00,5.0,77
13.02.2016 19:00,4.0,82
13.02.2016 20:00,3.0,85
13.02.2016 21:00,3.0,84
13.02.2016 22:00,3.0,84
13.02.2016 23:00,2.0,85
14.02.2016 0:00,1.0,90
14.02.2016 1:00,2.0,87
14.02.2016 2:00,2.0,86
14.02.2016 3:00,2.0,88
14.02.2016 4:00,2.0,91
14.02.2016 5:00,2.0,91
14.02.2016 6:00,2.0,92
14.02.2016 7:00,2.0,90
14.02.2016 8:00,2.0,93
14.02.2016 9:00,3.0,91
14.02.2016 10:00,4.0,89
14.02.2016 11:00,5.0,84
14.02.2016 12:00,6.0,80
14.02.2016 13:00,7.0,76
14.02.2016 14:00,7.0,74
14.02.2016 15:00,8.0,72
14.02.2016 16:00,7.0,77
14.02.2016 17:00,6.0,81
14.02.2016 18:00,5.0,85
14.02.2016 19:00,4.0,89
14.02.2016 20:00,3.0,92
14.02.2016 21:00,2.0,95
14.02.2016 22:00,2.0,96
14.02.2016 23:00,2.0,97
15.02.2016 0:00,2.0,91
15.02.2016 1:00,2.0,91
15.02.2016 2:00,2.0,92
15.02.2016 3:00,1.0,94
15.02.2016 4:00,0.0,97
15.02.2016 5:00,1.0,97
15.02.2016 6:00,1.0,98
15.02.2016 7:00,1.0,97
15.02.2016 8:00,2.0,96
15.02.2016 9:00,3.0,95
15.02.2016 10:00,4.0,94
15.02.2016 11:00,5.0,88
15.02.2016 12:00,6.0,84
15.02.2016 13:00,6.0,81
15.02.2016 14:00,7.0,80
15.02.2016 15:00,7.0,76
15.02.2016 16:00,6.0,81
15.02.2016 17:00,6.0,83
15.02.2016 18:00,5.0,85
15.02.2016 19:00,4.0,89
15.02.2016 20:00,4.0,90
15.02.2016 21:00,4.0,91
15.02.2016 22:00,3.0,92
15.02.2016 23:00,3.0,92
16.02.2016 0:00,3.0,89
16.02.2016 1:00,3.0,89
16.02.2016 2:00,3.0,91
16.02.2016 3:00,2.0,92
16.02.2016 4:00,2.0,92
16.02.2016 5:00,1.0,92
